Model,Sampler,Method,AUC,CV,Stability,Kuncheva,Cosine,I,Q,S(α=0.5)
RF,None,SHAP,0.654084568888889,0.6556424136812717,0.34435758631872826,0.9429577464788732,0.9817261083658141,0.7563471470544718,,0.678825879715047
RF,None,Banzhaf,0.654084568888889,0.17595349982456993,0.82404650017543,0.4866197183098591,0.5774955529545699,0.6293872571466197,,0.530801150394087
RF,None,Myerson,0.654084568888889,0.6642550217612341,0.3357449782387659,0.7147887323943661,0.7800189244640685,0.6101842116990668,,0.5084119879068225
RF,None,Owen-Domain,0.654084568888889,0.20333163874409846,0.7966683612559016,0.7718309859154928,0.9442508407705651,0.8375833959806531,2.6453100228325406,0.7735406259792088
RF,None,Owen-Data,0.654084568888889,0.23723781495531496,0.7627621850446851,0.923943661971831,0.9831296572985576,0.8899451681050244,3.242974684572949,0.8345901208322796
RF,None,Owen-Model,0.654084568888889,0.20414914293361952,0.7958508570663805,0.31549295774647884,0.7672580513771275,0.6262006220633289,2.1276286725958564,0.5270857974901806
RF,None,R-Myerson,0.654084568888889,0.22372786847376164,0.7762721315262384,1.0,1.0,0.9254240438420793,,0.8759555550761282
RF,SMOTE,SHAP,0.6383518577777778,0.7157065170919357,0.28429348290806433,0.8288732394366197,0.9817578087268032,0.6983081770238291,,0.353725543732725
RF,SMOTE,Banzhaf,0.6383518577777778,0.23305586868395153,0.7669441313160484,0.39154929577464787,0.5064942427895773,0.5549958899600911,,0.1866352720227027
RF,SMOTE,Myerson,0.6383518577777778,0.6515743661340406,0.34842563386595937,0.7528169014084507,0.718914142865105,0.6067188927131717,,0.24694001462880438
RF,SMOTE,Owen-Domain,0.6383518577777778,0.226247163114371,0.773752836885629,0.4866197183098591,0.89625641202355,0.718876322406346,2.6453100228325406,0.3777062998210534
RF,SMOTE,Owen-Data,0.6383518577777778,0.19004445152393673,0.8099555484760632,0.923943661971831,0.982820756812483,0.9055733224201257,3.242974684572949,0.5953795579826124
RF,SMOTE,Owen-Model,0.6383518577777778,0.22825073727054254,0.7717492627294574,0.3154929577464789,0.685341080618822,0.5908611003649193,2.0493981745838035,0.22845114053099477
RF,SMOTE,R-Myerson,0.6383518577777778,0.14990099845258256,0.8500990015474175,1.0,1.0,0.9500330005158057,,0.647215864871242
RF,SMOTETomek,SHAP,0.6372879733333333,0.6915134723339466,0.30848652766605344,0.8478873239436618,0.984417070966126,0.713596974191947,,0.35414285481836516
RF,SMOTETomek,Banzhaf,0.6372879733333333,0.2214177803909091,0.7785822196090909,0.42957746478873243,0.40471035445388354,0.5376233462839023,,0.14897216147874662
RF,SMOTETomek,Myerson,0.6372879733333333,0.5985604659791006,0.4014395340208994,0.6957746478873239,0.7082576822496932,0.6018239547193054,,0.22382476014427
RF,SMOTETomek,Owen-Domain,0.6372879733333333,0.2014474926156971,0.798552507384303,0.4866197183098591,0.9037629884468824,0.7296450713803482,2.6453100228325406,0.37285360861748784
RF,SMOTETomek,Owen-Data,0.6372879733333333,0.17107817642152215,0.8289218235784779,0.923943661971831,0.982807668687469,0.9118910514125925,3.242974684572949,0.5853373456755931
RF,SMOTETomek,Owen-Model,0.6372879733333333,0.22272996010752324,0.7772700398924768,0.22042253521126762,0.6615050180355571,0.5530658643797671,2.096668790687838,0.16697686015037838
RF,SMOTETomek,R-Myerson,0.6372879733333333,0.14106565073961774,0.8589343492603823,1.0,1.0,0.9529781164201274,,0.6332414646910343
RF,CostSensitive,SHAP,0.654084568888889,0.6556424136812717,0.34435758631872826,0.9429577464788732,0.9817261083658141,0.7563471470544718,,0.678825879715047
RF,CostSensitive,Banzhaf,0.654084568888889,0.1803767602643113,0.8196232397356887,0.44859154929577466,0.6947996051411778,0.6543381313908804,,0.5598918057893354
RF,CostSensitive,Myerson,0.654084568888889,0.6642550217612341,0.3357449782387659,0.7147887323943661,0.7800189244640685,0.6101842116990668,,0.5084119879068225
RF,CostSensitive,Owen-Domain,0.654084568888889,0.20333163874409846,0.7966683612559016,0.7718309859154928,0.9442508407705651,0.8375833959806531,2.6453100228325406,0.7735406259792088
RF,CostSensitive,Owen-Data,0.654084568888889,0.23723781495531496,0.7627621850446851,0.923943661971831,0.9831296572985576,0.8899451681050244,3.242974684572949,0.8345901208322796
RF,CostSensitive,Owen-Model,0.654084568888889,0.20414914293361952,0.7958508570663805,0.31549295774647884,0.7672580513771275,0.6262006220633289,2.1276286725958564,0.5270857974901806
RF,CostSensitive,R-Myerson,0.654084568888889,0.22372786847376164,0.7762721315262384,1.0,1.0,0.9254240438420793,,0.8759555550761282
XGB,None,SHAP,0.65874072,0.7000110745429993,0.29998892545700073,0.7338028169014085,0.9811301827430725,0.6716406345367432,,0.6562529083643787
XGB,None,Banzhaf,0.65874072,0.21621185076115446,0.7837881492388455,0.5816901408450703,0.6710552208747126,0.6788445036528761,,0.6646520238389837
XGB,None,Myerson,0.65874072,0.6916525432161706,0.30834745678382935,0.6767605633802817,0.8128945434657698,0.599334187876627,,0.5719495728558767
XGB,None,Owen-Domain,0.65874072,0.18750481772178318,0.8124951822782168,0.6957746478873239,0.9697044404908395,0.8259914235521267,2.6453100228325406,0.836213160228662
XGB,None,Owen-Data,0.65874072,0.11397235251164946,0.8860276474883505,0.923943661971831,0.9827288368195238,0.9309000487599017,3.242974684572949,0.9585279390228623
XGB,None,Owen-Model,0.65874072,0.18862828266783951,0.8113717173321605,0.22042253521126756,0.7795629240036592,0.6037857255156958,2.073448048458357,0.5771396975051929
XGB,None,R-Myerson,0.65874072,0.16235153973631958,0.8376484602636804,1.0,1.0,0.9458828200878935,,0.9759966109940927
XGB,SMOTE,SHAP,0.6299883111111111,0.7886534929275513,0.21134650707244873,0.8478873239436621,0.9894298911094666,0.6828879117965698,,0.19889548678558097
XGB,SMOTE,Banzhaf,0.6299883111111111,0.1751164712287131,0.8248835287712869,0.5246478873239436,0.7580216973425727,0.7025177044792676,,0.2217822012478562
XGB,SMOTE,Myerson,0.6299883111111111,0.7215362391652331,0.27846376083476687,0.6957746478873239,0.9892933225953685,0.6545105771058197,,0.16580986195164846
XGB,SMOTE,Owen-Domain,0.6299883111111111,0.15400921974121734,0.8459907802587827,1.0,0.9759055945605827,0.9406321249397884,2.6453100228325406,0.4994039183245495
XGB,SMOTE,Owen-Data,0.6299883111111111,0.14956233248776737,0.8504376675122326,0.923943661971831,0.9826921863132344,0.919024505265766,3.242974684572949,0.4742112211991906
XGB,SMOTE,Owen-Model,0.6299883111111111,0.15845511612094065,0.8415448838790593,0.16338028169014082,0.809758079092117,0.6048944148871056,1.6294208623542477,0.10796152112762439
XGB,SMOTE,R-Myerson,0.6299883111111111,0.10058931827970695,0.899410681720293,1.0,1.0,0.9664702272400976,,0.5295290082403212
XGB,SMOTETomek,SHAP,0.6281836711111111,0.7779414653778076,0.22205853462219238,0.8478873239436621,0.9885115623474121,0.686152458190918,,0.1731726579337464
XGB,SMOTETomek,Banzhaf,0.6281836711111111,0.17713190144665455,0.8228680985533454,0.5626760563380282,0.82782114603161,0.7377884336409944,,0.23337593390357364
XGB,SMOTETomek,Myerson,0.6281836711111111,0.7086753564320492,0.29132464356795085,0.6767605633802817,0.9885609217608328,0.6522153762363551,,0.13360482770080034
XGB,SMOTETomek,Owen-Domain,0.6281836711111111,0.1574167793013948,0.8425832206986053,1.0,0.9793828419072254,0.9406553542019436,2.6453100228325406,0.46990198182316906
XGB,SMOTETomek,Owen-Data,0.6281836711111111,0.16059598048582432,0.8394040195141756,0.923943661971831,0.9826948847950415,0.9153475220936826,3.242974684572949,0.44039514308658373
XGB,SMOTETomek,Owen-Model,0.6281836711111111,0.15754562993586196,0.842454370064138,0.3345070422535212,0.8183604598178972,0.665107290711852,1.6459237874049508,0.14863573354082174
XGB,SMOTETomek,R-Myerson,0.6281836711111111,0.11821688836476232,0.8817831116352377,1.0,1.0,0.9605943705450792,,0.49314922549407203
XGB,CostSensitive,SHAP,0.6574544177777778,0.7133575677871704,0.2866424322128296,0.7908450704225353,0.9810488224029541,0.6861788034439087,,0.6521556644121981
XGB,CostSensitive,Banzhaf,0.6574544177777778,0.2289606012123404,0.7710393987876596,0.5246478873239436,0.6644853383557738,0.653390874822459,,0.6139276519059831
XGB,CostSensitive,Myerson,0.6574544177777778,0.6784539489594533,0.3215460510405467,0.6197183098591549,0.8512203245859475,0.597494895161883,,0.5487575634206203
XGB,CostSensitive,Owen-Domain,0.6574544177777778,0.2004079504090034,0.7995920495909966,0.7718309859154928,0.9722125801658174,0.8478785385574354,2.6453100228325406,0.8406841795111261
XGB,CostSensitive,Owen-Data,0.6574544177777778,0.15248915043197778,0.8475108495680223,0.923943661971831,0.9828532480462459,0.9181025865286996,3.242974684572949,0.9225596104075543
XGB,CostSensitive,Owen-Model,0.6574544177777778,0.19390663877370537,0.8060933612262946,0.2014084507042254,0.760958120235478,0.5894866440553326,2.0702105459685125,0.5394206050848672
XGB,CostSensitive,R-Myerson,0.6574544177777778,0.17038759929757036,0.8296124007024297,1.0,1.0,0.9432041335674766,,0.9518259378173303
LGB,None,SHAP,0.6571640355555556,0.7391697082017171,0.2608302917982829,0.7908450704225353,0.9811603568986609,0.6776119063731596,,0.6374158957758941
LGB,None,Banzhaf,0.6571640355555556,0.2230332319574308,0.7769667680425691,0.5626760563380281,0.5501464115428784,0.6299297453078252,,0.5818224403132486
LGB,None,Myerson,0.6571640355555556,0.6936978164715973,0.30630218352840266,0.6577464788732393,0.680704864141405,0.548251175514349,,0.48659198450726343
LGB,None,Owen-Domain,0.6571640355555556,0.26410371879750033,0.7358962812024996,0.6957746478873239,0.9141773124028089,0.7819494138308773,2.6453100228325406,0.7590647985172402
LGB,None,Owen-Data,0.6571640355555556,0.2651817343244079,0.7348182656755922,0.923943661971831,0.98220042442761,0.8803207840250109,3.242974684572949,0.8737576787370267
LGB,None,Owen-Model,0.6571640355555556,0.1997498832122622,0.8002501167877378,0.3154929577464789,0.8176522217263954,0.6444650987535374,2.035187413389373,0.5987694600448163
LGB,None,R-Myerson,0.6571640355555556,0.11775859028457471,0.8822414097154253,1.0,1.0,0.9607471365718083,,0.9675281528186642
LGB,SMOTE,SHAP,0.6291018844444445,0.739265224381256,0.26073477561874403,0.8859154929577464,0.9944974640798322,0.7137159108854408,,0.22033393356768377
LGB,SMOTE,Banzhaf,0.6291018844444445,0.16948484270450864,0.8305151572954914,0.5816901408450703,0.9499003834616476,0.7873685605340697,,0.30620683040087093
LGB,SMOTE,Myerson,0.6291018844444445,0.6791704032796141,0.3208295967203859,0.6767605633802817,0.9946576487474538,0.6640826029493738,,0.16246560225554557
LGB,SMOTE,Owen-Domain,0.6291018844444445,0.16392291194289574,0.8360770880571042,1.0,0.971159967892623,0.9357456853165756,2.6453100228325406,0.47920228392004083
LGB,SMOTE,Owen-Data,0.6291018844444445,0.17483592981349752,0.8251640701865025,0.923943661971831,0.9826984622659474,0.9106020648080936,3.242974684572949,0.449886902324969
LGB,SMOTE,Owen-Model,0.6291018844444445,0.16975106371589269,0.8302489362841073,0.2774647887323944,0.8111679975208751,0.6396272408457921,1.300342930912648,0.133952673026825
LGB,SMOTE,R-Myerson,0.6291018844444445,0.11438729869244957,0.8856127013075504,1.0,1.0,0.9618709004358501,,0.5096621236323252
LGB,SMOTETomek,SHAP,0.6282648266666666,0.7906309355447185,0.20936906445528147,0.8669014084507043,0.9926674982504419,0.6896459903854758,,0.17857376214801746
LGB,SMOTETomek,Banzhaf,0.6282648266666666,0.14435280620629634,0.8556471937937037,0.6197183098591549,0.9765423206967264,0.8173026081165283,,0.32741081847646364
LGB,SMOTETomek,Myerson,0.6282648266666666,0.7549181243036962,0.2450818756963038,0.6767605633802817,0.9933854737492872,0.6384093042752909,,0.11883602451869356
LGB,SMOTETomek,Owen-Domain,0.6282648266666666,0.15080099537124866,0.8491990046287513,1.0,0.9646138723159927,0.937937625648248,2.6453100228325406,0.4680612698097368
LGB,SMOTETomek,Owen-Data,0.6282648266666666,0.1587792139609954,0.8412207860390046,0.923943661971831,0.9826945603302889,0.9159530027803748,3.242974684572949,0.4424290181466149
LGB,SMOTETomek,Owen-Model,0.6282648266666666,0.20462434018526693,0.795375659814733,0.33450704225352107,0.724344353611083,0.6180756852264457,1.3168982629907433,0.09512870673505816
LGB,SMOTETomek,R-Myerson,0.6282648266666666,0.1022347109970497,0.8977652890029503,1.0,1.0,0.9659217630009833,,0.5006884590734147
LGB,CostSensitive,SHAP,0.6571640355555556,0.7391697082017171,0.2608302917982829,0.7908450704225353,0.9811603568986609,0.6776119063731596,,0.6374158957758941
LGB,CostSensitive,Banzhaf,0.6571640355555556,0.16952657377345523,0.8304734262265447,0.6957746478873239,0.5806799036630684,0.7023093259256457,,0.6662110439666836
LGB,CostSensitive,Myerson,0.6571640355555556,0.6936978164715973,0.30630218352840266,0.6577464788732393,0.680704864141405,0.548251175514349,,0.48659198450726343
LGB,CostSensitive,Owen-Domain,0.6571640355555556,0.26410371879750033,0.7358962812024996,0.6957746478873239,0.9141773124028089,0.7819494138308773,2.6453100228325406,0.7590647985172402
LGB,CostSensitive,Owen-Data,0.6571640355555556,0.2651817343244079,0.7348182656755922,0.923943661971831,0.98220042442761,0.8803207840250109,3.242974684572949,0.8737576787370267
LGB,CostSensitive,Owen-Model,0.6571640355555556,0.1997498832122622,0.8002501167877378,0.3154929577464789,0.8176522217263954,0.6444650987535374,2.035187413389373,0.5987694600448163
LGB,CostSensitive,R-Myerson,0.6571640355555556,0.11775859028457471,0.8822414097154253,1.0,1.0,0.9607471365718083,,0.9675281528186642
